"caso","semilla_instancia","configuracion","semilla","generacion","mejor_makespan"
"Grande","3020","C",2,50,1620
"Grande","3020","C",3,1,1948
"Grande","3020","C",3,2,1948
"Grande","3020","C",3,3,1948
"Grande","3020","C",3,4,1948
"Grande","3020","C",3,5,1948
"Grande","3020","C",3,6,1948
"Grande","3020","C",3,7,1948
"Grande","3020","C",3,8,1948
"Grande","3020","C",3,9,1948
"Grande","3020","C",3,10,1948
"Grande","3020","C",3,11,1948
"Grande","3020","C",3,12,1948
"Grande","3020","C",3,13,1948
"Grande","3020","C",3,14,1948
"Grande","3020","C",3,15,1948
"Grande","3020","C",3,16,1948
"Grande","3020","C",3,17,1948
"Grande","3020","C",3,18,1948
"Grande","3020","C",3,19,1948
"Grande","3020","C",3,20,1925
"Grande","3020","C",3,21,1925
"Grande","3020","C",3,22,1925
"Grande","3020","C",3,23,1925
"Grande","3020","C",3,24,1925
"Grande","3020","C",3,25,1925
"Grande","3020","C",3,26,1925
"Grande","3020","C",3,27,1925
"Grande","3020","C",3,28,1925
"Grande","3020","C",3,29,1925
"Grande","3020","C",3,30,1925
"Grande","3020","C",3,31,1925
"Grande","3020","C",3,32,1925
"Grande","3020","C",3,33,1925
"Grande","3020","C",3,34,1925
"Grande","3020","C",3,35,1925
"Grande","3020","C",3,36,1925
"Grande","3020","C",3,37,1925
"Grande","3020","C",3,38,1925
"Grande","3020","C",3,39,1925
"Grande","3020","C",3,40,1925
"Grande","3020","C",3,41,1925
"Grande","3020","C",3,42,1925
"Grande","3020","C",3,43,1925
"Grande","3020","C",3,44,1925
"Grande","3020","C",3,45,1925
"Grande","3020","C",3,46,1925
"Grande","3020","C",3,47,1925
"Grande","3020","C",3,48,1925
"Grande","3020","C",3,49,1925
"Grande","3020","C",3,50,1925
"Grande","3020","D",1,1,2058
"Grande","3020","D",1,2,1990
"Grande","3020","D",1,3,1951
"Grande","3020","D",1,4,1951
"Grande","3020","D",1,5,1947
"Grande","3020","D",1,6,1859
"Grande","3020","D",1,7,1859
"Grande","3020","D",1,8,1859
"Grande","3020","D",1,9,1859
"Grande","3020","D",1,10,1781
"Grande","3020","D",1,11,1677
"Grande","3020","D",1,12,1677
"Grande","3020","D",1,13,1677
"Grande","3020","D",1,14,1677
"Grande","3020","D",1,15,1677
"Grande","3020","D",1,16,1677
"Grande","3020","D",1,17,1677
"Grande","3020","D",1,18,1677
"Grande","3020","D",1,19,1677
"Grande","3020","D",1,20,1677
"Grande","3020","D",1,21,1677
"Grande","3020","D",1,22,1677
"Grande","3020","D",1,23,1677
"Grande","3020","D",1,24,1677
"Grande","3020","D",1,25,1677
"Grande","3020","D",1,26,1677
"Grande","3020","D",1,27,1677
"Grande","3020","D",1,28,1677
"Grande","3020","D",1,29,1677
"Grande","3020","D",1,30,1677
"Grande","3020","D",1,31,1677
"Grande","3020","D",1,32,1677
"Grande","3020","D",1,33,1677
"Grande","3020","D",1,34,1677
"Grande","3020","D",1,35,1677
"Grande","3020","D",1,36,1677
"Grande","3020","D",1,37,1677
"Grande","3020","D",1,38,1677
"Grande","3020","D",1,39,1677
"Grande","3020","D",1,40,1677
"Grande","3020","D",1,41,1677
"Grande","3020","D",1,42,1677
"Grande","3020","D",1,43,1677
"Grande","3020","D",1,44,1677
"Grande","3020","D",1,45,1677
"Grande","3020","D",1,46,1677
"Grande","3020","D",1,47,1677
"Grande","3020","D",1,48,1677
"Grande","3020","D",1,49,1677
"Grande","3020","D",1,50,1677
"Grande","3020","D",2,1,1871
"Grande","3020","D",2,2,1871
"Grande","3020","D",2,3,1871
"Grande","3020","D",2,4,1871
"Grande","3020","D",2,5,1871
"Grande","3020","D",2,6,1871
"Grande","3020","D",2,7,1871
"Grande","3020","D",2,8,1871
"Grande","3020","D",2,9,1871
"Grande","3020","D",2,10,1871
"Grande","3020","D",2,11,1871
"Grande","3020","D",2,12,1871
"Grande","3020","D",2,13,1871
"Grande","3020","D",2,14,1871
"Grande","3020","D",2,15,1871
"Grande","3020","D",2,16,1871
"Grande","3020","D",2,17,1871
"Grande","3020","D",2,18,1871
"Grande","3020","D",2,19,1871
"Grande","3020","D",2,20,1871
"Grande","3020","D",2,21,1871
"Grande","3020","D",2,22,1871
"Grande","3020","D",2,23,1871
"Grande","3020","D",2,24,1871
"Grande","3020","D",2,25,1871
"Grande","3020","D",2,26,1871
"Grande","3020","D",2,27,1871
"Grande","3020","D",2,28,1871
"Grande","3020","D",2,29,1871
"Grande","3020","D",2,30,1871
"Grande","3020","D",2,31,1871
"Grande","3020","D",2,32,1871
"Grande","3020","D",2,33,1871
"Grande","3020","D",2,34,1871
"Grande","3020","D",2,35,1871
"Grande","3020","D",2,36,1871
"Grande","3020","D",2,37,1871
"Grande","3020","D",2,38,1871
"Grande","3020","D",2,39,1871
"Grande","3020","D",2,40,1871
"Grande","3020","D",2,41,1871
"Grande","3020","D",2,42,1871
"Grande","3020","D",2,43,1871
"Grande","3020","D",2,44,1871
"Grande","3020","D",2,45,1871
"Grande","3020","D",2,46,1871
"Grande","3020","D",2,47,1871
"Grande","3020","D",2,48,1871
"Grande","3020","D",2,49,1871
"Grande","3020","D",2,50,1871
"Grande","3020","D",3,1,1948
"Grande","3020","D",3,2,1948
"Grande","3020","D",3,3,1934
"Grande","3020","D",3,4,1899
"Grande","3020","D",3,5,1899
"Grande","3020","D",3,6,1899
"Grande","3020","D",3,7,1899
"Grande","3020","D",3,8,1899
"Grande","3020","D",3,9,1886
"Grande","3020","D",3,10,1838
"Grande","3020","D",3,11,1838
"Grande","3020","D",3,12,1838
"Grande","3020","D",3,13,1838
"Grande","3020","D",3,14,1838
"Grande","3020","D",3,15,1838
"Grande","3020","D",3,16,1838
"Grande","3020","D",3,17,1838
"Grande","3020","D",3,18,1838
"Grande","3020","D",3,19,1838
"Grande","3020","D",3,20,1838
"Grande","3020","D",3,21,1838
"Grande","3020","D",3,22,1838
"Grande","3020","D",3,23,1838
"Grande","3020","D",3,24,1838
"Grande","3020","D",3,25,1838
"Grande","3020","D",3,26,1838
"Grande","3020","D",3,27,1838
"Grande","3020","D",3,28,1838
"Grande","3020","D",3,29,1838
"Grande","3020","D",3,30,1838
"Grande","3020","D",3,31,1838
"Grande","3020","D",3,32,1838
"Grande","3020","D",3,33,1838
"Grande","3020","D",3,34,1838
"Grande","3020","D",3,35,1838
"Grande","3020","D",3,36,1838
"Grande","3020","D",3,37,1810
"Grande","3020","D",3,38,1801
"Grande","3020","D",3,39,1801
"Grande","3020","D",3,40,1801
"Grande","3020","D",3,41,1801
"Grande","3020","D",3,42,1801
"Grande","3020","D",3,43,1801
"Grande","3020","D",3,44,1801
"Grande","3020","D",3,45,1801
"Grande","3020","D",3,46,1801
"Grande","3020","D",3,47,1801
"Grande","3020","D",3,48,1801
"Grande","3020","D",3,49,1801
"Grande","3020","D",3,50,1801
